user_id,cls_id,vod_cnt,pdf_cnt,status
45740,2024-20-210007-1-01,0,0,Success
89464,2024-20-509515-1-01,0,10,Success
20367,2024-20-209521-3-01,0,0,Success
20994,2024-20-511644-1-02,0,0,Success
23591,2024-20-511644-1-03,0,0,Success
22492,2024-20-601101-1-01,0,0,Success
46180,2024-20-603112-1-01,0,0,Success
89464,2024-20-509213-3-01,0,0,Success
22502,2024-20-509504-1-01,0,0,Success
44494,2024-20-509517-2-01,0,0,Success
45379,2024-20-701007-2-01,0,0,Success
45379,2024-20-701007-2-02,0,0,Success
43298,2024-20-209707-2-01,0,0,Success
43445,2024-20-904881-1-01,0,0,Success
45757,2024-20-710003-3-01,0,0,Success
43409,2024-20-729009-3-01,0,0,Success
43817,2024-20-640011-1-01,0,0,Success
36014,2024-20-685025-2-01,0,0,Success
21743,2024-20-640070-2-01,0,0,Success
21738,2024-20-003039-2-03,0,0,Success
21738,2024-20-003039-2-04,0,0,Success
21738,2024-20-003039-2-05,0,0,Success
20999,2024-20-003039-2-06,0,0,Success
20999,2024-20-003039-2-07,0,0,Success
20999,2024-20-003039-2-08,0,0,Success
42371,2024-20-903052-3-05,0,0,Success
22257,2024-20-903052-3-06,0,0,Success
22257,2024-20-903052-3-07,0,0,Success
22257,2024-20-903052-3-08,0,0,Success
22257,2024-20-903052-3-09,0,0,Success
22257,2024-20-903052-3-10,0,0,Success
21743,2024-20-903084-2-03,0,0,Success
21743,2024-20-903084-2-04,0,0,Success
23591,2024-20-903084-2-12,0,0,Success
23591,2024-20-903084-2-13,0,0,Success
45379,2024-20-903084-2-14,0,0,Success
45379,2024-20-903084-2-15,0,0,Success
22257,2024-20-903129-2-01,0,0,Success
45379,2024-20-712036-1-01,0,0,Success
21925,2024-20-903074-1-01,0,0,Success
21925,2024-20-904500-1-01,0,0,Success
21925,2024-20-904500-1-02,0,0,Success
20563,2024-20-208415-2-01,0,0,Success
20563,2024-20-208423-3-01,0,0,Success
95335,2024-20-806564-2-02,0,0,Success
95335,2024-20-806576-1-02,0,0,Success
95335,2024-20-806576-1-03,0,0,Success
95335,2024-20-806576-1-04,0,0,Success
95335,2024-20-806576-1-05,0,0,Success
95335,2024-20-806576-1-06,0,0,Success
95335,2024-20-806576-1-01,0,0,Success
45737,2024-20-006175-2-15,0,0,Success
35033,2024-20-103509-1-01,0,0,Success
35033,2024-20-103503-1-01,0,0,Success
36379,2024-20-101406-1-01,0,0,Success
21738,2024-20-506808-1-01,0,0,Success
20994,2024-20-506808-1-02,0,0,Success
45755,2024-20-209680-3-01,0,0,Success
45757,2024-20-710042-2-01,0,0,Success
43298,2024-20-009109-1-01,0,0,Success
43818,2024-20-205422-1-01,0,0,Success
43818,2024-20-205315-2-01,0,0,Success
43818,2024-20-205201-2-01,0,0,Success
43817,2024-20-006175-2-11,0,0,Success
43817,2024-20-680107-1-01,0,0,Success
21743,2024-20-004071-3-01,0,0,Success
22257,2024-20-004071-3-03,0,0,Success
21743,2024-20-004072-3-01,0,0,Success
21738,2024-20-506820-1-04,0,0,Success
21738,2024-20-506820-1-05,0,0,Success
20999,2024-20-506820-1-06,0,0,Success
46180,2024-20-603111-2-02,0,0,Success
23591,2024-20-603138-2-01,0,0,Success
44888,2024-20-603145-1-01,0,0,Success
20994,2024-20-600005-2-01,0,0,Success
20994,2024-20-600005-2-02,0,0,Success
22492,2024-20-601104-1-01,0,0,Success
22502,2024-20-509307-2-01,0,0,Success
22502,2024-20-509518-2-01,0,0,Success
22502,2024-20-509518-2-02,0,0,Success
22502,2024-20-509311-1-01,0,0,Success
43819,2024-20-513027-1-01,0,0,Success
43819,2024-20-860004-2-01,0,0,Success
43819,2024-20-513025-2-01,0,0,Success
45304,2024-20-007015-1-01,0,0,Success
45304,2024-20-730001-1-03,0,0,Success
20369,2024-20-009092-1-01,0,0,Success
22257,2024-20-640074-1-02,0,0,Success
22492,2024-20-603109-1-01,0,0,Success
44888,2024-20-603125-1-01,0,0,Success
43808,2024-20-107133-2-01,0,0,Success
20563,2024-20-208106-1-01,0,0,Success
95335,2024-20-805559-2-01,18,30,Success
95335,2024-20-806550-1-01,1,10,Success
43808,2024-20-107126-2-01,0,0,Success
45737,2024-20-107518-1-01,0,20,Success
23591,2024-20-603108-2-02,28,0,Success
36014,2024-20-006175-2-27,0,0,Success
89694,2024-20-903103-1-01,2,9,Success
45757,2024-20-714098-1-01,0,0,Success
43409,2024-20-729011-1-01,0,0,Success
89694,2024-20-002033-1-01,23,19,Success
89694,2024-20-002033-1-02,6,13,Success
21447,2024-20-209670-1-01,0,0,Success
21447,2024-20-209670-1-02,0,0,Success
20369,2024-20-209710-2-01,0,0,Success
43445,2024-20-903164-1-01,0,0,Success
43409,2024-20-G00101-1-33,0,0,Success
95335,2024-20-G00102-1-28,0,0,Success
45757,2024-20-G00102-1-29,0,0,Success
43819,2024-20-G00102-1-42,0,0,Success
22492,2024-20-G00102-1-56,0,0,Success
36014,2024-20-G00102-1-78,0,0,Success
35033,2024-20-G00103-1-13,0,0,Success
35033,2024-20-G00103-1-16,0,0,Success
36014,2024-20-G00104-1-07,0,0,Success
20367,2024-20-G00104-1-23,0,0,Success
36014,2024-20-G00104-1-28,0,0,Success
43818,2024-20-G01835-1-01,0,22,Success
21688,2024-20-G03568-2-01,0,0,Success
95335,2024-20-G90250-1-02,4,21,Success
95335,2024-20-G90299-1-01,1,37,Success
36379,2024-20-G90378-1-01,0,0,Success
36014,2024-20-G90743-2-01,0,0,Success
43819,2024-20-G90802-2-01,0,9,Success
21925,2024-20-G90918-1-01,2,5,Success
43445,2024-20-G90978-1-01,0,0,Success
22502,2024-20-G91055-1-01,18,0,Success
22492,2024-20-G91167-1-01,0,0,Success
20367,2024-20-G91173-2-01,0,0,Success
43409,2024-20-G91236-2-01,0,0,Success
43445,2024-20-G91292-1-01,0,0,Success
45757,2024-20-G91296-1-02,0,0,Success
20367,2024-20-G91443-1-01,0,0,Success
20999,2024-20-506415-1-01,0,0,Success
36379,2024-20-006183-1-02,0,0,Success
21925,2024-20-904510-1-01,0,0,Success
22502,2024-20-509338-2-01,0,0,Success
43819,2024-20-006175-2-07,0,0,Success
hlp_test,2024-2-17904-01,0,0,Success
hlp_test,2024-2-17905-02,0,0,Success
hlp_test,2024-2-17156-01,0,0,Success
46445,2025-10-G01883-1-01,0,0,Success
21688,2025-10-G02360-2-01,0,0,Success
45755,2025-10-G03162-2-01,12,63,Success
22502,2025-10-G03619-1-01,0,4,Success
22502,2025-10-G04356-1-01,0,1,Success
95335,2025-10-G90262-1-01,3,31,Success
21688,2025-10-G90438-1-01,0,0,Success
22492,2025-10-G90510-1-01,0,0,Success
36014,2025-10-G90596-2-01,0,0,Success
95335,2025-10-G90608-1-01,9,23,Success
43819,2025-10-G90810-1-01,0,5,Success
43445,2025-10-G90900-1-01,0,0,Success
21925,2025-10-G90920-1-01,0,7,Success
36379,2025-10-G90926-1-01,0,0,Success
22502,2025-10-G91058-1-01,18,0,Success
45753,2025-10-G91126-1-01,0,0,Success
43409,2025-10-G91230-2-01,0,0,Success
43445,2025-10-G91252-1-01,0,0,Success
45757,2025-10-G91293-1-01,0,0,Success
45755,2025-10-G91455-1-01,0,0,Success
20369,2025-10-G91464-1-01,0,0,Success
43445,2025-10-903151-1-01,0,0,Success
45379,2025-10-006174-2-41,3,6,Success
21738,2025-10-506702-1-01,43,27,Success
21743,2025-10-004071-3-01,0,0,Success
21925,2025-10-904510-1-01,12,10,Success
36386,2025-10-205216-2-01,0,0,Success
95335,2025-10-805541-1-01,10,15,Success
35033,2025-10-630007-1-01,4,14,Success
43409,2025-10-768003-2-01,0,0,Success
43818,2025-10-209500-2-01,0,7,Success
22502,2025-10-006175-2-17,0,0,Success
45740,2025-10-210001-1-01,0,0,Success
43808,2025-10-006174-2-02,0,0,Success
43808,2025-10-107500-1-01,0,0,Success
36014,2025-10-G00101-1-65,0,0,Success
35033,2025-10-G00104-1-03,0,0,Success
35033,2025-10-G00104-1-09,0,0,Success
95335,2025-10-805566-2-02,0,0,Success
95335,2025-10-805567-2-01,0,0,Success
35033,2025-10-006183-1-07,0,0,Success
43409,2025-10-729008-2-01,0,0,Success
45379,2025-10-005094-1-01,0,37,Success
89694,2025-10-903103-1-01,0,14,Success
44667,2025-10-104404-1-01,0,0,Success
35033,2025-10-103515-1-01,0,0,Success
44667,2025-10-903190-1-01,0,0,Success
20563,2025-10-208428-2-01,1,22,Success
43818,2025-10-205398-1-01,11,5,Success
43818,2025-10-205422-1-01,3,17,Success
43298,2025-10-209661-1-01,0,0,Success
45755,2025-10-006175-2-20,1,3,Success
21925,2025-10-903061-1-01,11,15,Success
21925,2025-10-903061-1-02,11,15,Success
21925,2025-10-903074-1-01,12,12,Success
89694,2025-10-002033-1-02,7,12,Success
95335,2025-10-G00101-1-20,0,0,Success
22492,2025-10-G00101-1-42,0,0,Success
21735,2025-10-G00101-1-44,0,0,Success
43409,2025-10-G00102-1-12,0,0,Success
89464,2025-10-509430-2-01,0,10,Success
36386,2025-10-205201-2-01,0,0,Success
95335,2025-10-805566-2-01,0,0,Success
44669,2025-10-010097-1-01,0,0,Success
45304,2025-10-715001-1-01,0,0,Success
46180,2025-10-600001-1-02,0,0,Success
36014,2025-10-685015-4-01,0,0,Success
89694,2025-10-002033-1-01,7,12,Success
22502,2025-10-509307-2-01,0,0,Success
21743,2025-10-004072-3-03,0,0,Success
22257,2025-10-903129-2-14,0,0,Success
22257,2025-10-903129-2-13,0,0,Success
22257,2025-10-903129-2-12,0,0,Success
21743,2025-10-903129-2-11,0,0,Success
21743,2025-10-903129-2-10,0,0,Success
21743,2025-10-903129-2-09,0,0,Success
21743,2025-10-903129-2-08,0,0,Success
43808,2025-10-655021-1-01,0,0,Success
45379,2025-10-712035-1-01,0,15,Success
22502,2025-10-509238-2-01,8,0,Success
21743,2025-10-903129-2-07,0,0,Success
22257,2025-10-640073-1-02,0,0,Success
22257,2025-10-903129-2-06,0,0,Success
22257,2025-10-903129-2-05,0,0,Success
22257,2025-10-903129-2-04,0,0,Success
22257,2025-10-903129-2-03,0,0,Success
22257,2025-10-903129-2-02,0,0,Success
22257,2025-10-903129-2-01,0,0,Success
43819,2025-10-006175-2-03,0,1,Success
36386,2025-10-205201-2-02,0,0,Success
22257,2025-10-005097-2-01,0,0,Success
43817,2025-10-006174-2-32,3,7,Success
45304,2025-10-007014-1-03,0,0,Success
45304,2025-10-007014-1-01,0,0,Success
43817,2025-10-006178-1-26,6,6,Success
45737,2025-10-006178-1-02,6,5,Success
22502,2025-10-509415-2-01,0,0,Success
45304,2025-10-007016-1-01,0,0,Success
23591,2025-10-903128-2-05,18,0,Success
23591,2025-10-903128-2-06,19,0,Success
21738,2025-10-903128-2-07,0,10,Success
21738,2025-10-903128-2-08,0,10,Success
45379,2025-10-903128-2-09,2,16,Success
45379,2025-10-903128-2-10,2,16,Success
22257,2025-10-903128-2-16,0,0,Success
46445,2025-10-507003-1-01,0,0,Success
43817,2025-10-640002-1-01,0,0,Success
21925,2025-10-002085-2-01,13,16,Success
43819,2025-10-513007-1-01,1,8,Success
43819,2025-10-860006-2-01,0,0,Success
43819,2025-10-513037-2-01,0,0,Success
43819,2025-10-513022-2-01,0,0,Success
43819,2025-10-513002-1-01,3,14,Success
43808,2025-10-107347-1-01,0,0,Success
45737,2025-10-107517-1-01,17,14,Success
43445,2025-10-904881-2-01,0,0,Success
44494,2025-10-509104-2-01,0,0,Success
22502,2025-10-509518-2-01,0,0,Success
22502,2025-10-509518-2-02,0,0,Success
44494,2025-10-509305-1-01,0,0,Success
89464,2025-10-509401-2-01,0,10,Success
22502,2025-10-509431-3-01,6,10,Success
22502,2025-10-509438-2-01,0,1,Success
21447,2025-10-209627-1-01,0,0,Success
21447,2025-10-209627-1-02,0,0,Success
20999,2025-10-511644-1-03,37,5,Success
23591,2025-10-511644-1-04,25,0,Success
23591,2025-10-603108-2-03,26,0,Success
20994,2025-10-603126-1-01,51,57,Success
20994,2025-10-603126-1-02,51,55,Success
23591,2025-10-603126-1-03,17,0,Success
22492,2025-10-506419-1-01,0,0,Success
22492,2025-10-601108-3-01,0,0,Success
20999,2025-10-603135-1-01,26,8,Success
22492,2025-10-506836-2-01,0,0,Success
45755,2025-10-209686-2-01,0,205,Success
45379,2025-10-712034-1-01,27,23,Success
43298,2025-10-009109-1-01,0,0,Success
20369,2025-10-009092-1-01,0,0,Success
45740,2025-10-209486-1-02,0,0,Success
36379,2025-10-101416-1-01,0,0,Success
36379,2025-10-006183-1-05,0,0,Success
20999,2025-10-506819-1-04,27,7,Success
21738,2025-10-506820-1-01,0,32,Success
21738,2025-10-506702-1-02,43,27,Success
20994,2025-10-506808-1-01,32,76,Success
20994,2025-10-506808-1-02,32,70,Success
hlp_test2,2025-1-111111-1-02,0,0,Success
hlp_test1,2025-1-111111-1-01,0,0,Success
p_test,2025-1-000000-02,0,0,Success
45932,2025-1-999999-1-01,0,0,Success
43818,2025-10-205201-2-03,0,0,Success
45737,2025-10-107134-1-01,17,25,Success
45755,2025-10-209106-4-01,0,46,Success
21738,2025-10-506819-1-02,0,31,Success
20999,2025-10-506702-1-03,35,26,Success
20563,2025-10-208214-1-01,17,16,Success
20994,2025-10-511644-1-02,45,68,Success
p_test,2025-1-000000-01,0,0,Success
prof8,2025-1-888888-01,0,0,Success
prof9,2025-1-999999-01,0,0,Success
prof7,2025-1-209106-01,0,0,Success
prof5,2025-1-107134-01,0,0,Success
prof6,2025-1-903186-01,0,0,Success
prof4,2025-1-205314-01,0,0,Success
prof3,2025-1-208114-02,0,0,Success
prof1,2025-1-511644-01,0,0,Success
prof3,2025-1-208114-01,0,0,Success
prof2,2025-1-506819-01,0,0,Success
